municipality_code,municipality_name,population_year,municipal_population
12040,Castelló de la Plana,2025,183709.0
12041,Castillo de Villamalefa,2025,113.0
12042,Catí,2025,740.0
12043,Caudiel,2025,736.0
12044,Cervera del Maestre,2025,631.0
12045,Cinctorres,2025,431.0
12046,Cirat,2025,220.0
12048,Cortes de Arenoso,2025,317.0
12049,Costur,2025,510.0
12050,"Coves de Vinromà, les",2025,1881.0
12051,Culla,2025,503.0
12052,Xert,2025,701.0
12053,Chilches/Xilxes,2025,3186.0
12055,Xodos/Chodos,2025,107.0
12056,Chóvar,2025,318.0
12057,Eslida,2025,817.0
12058,Espadilla,2025,102.0
12059,Fanzara,2025,296.0
12060,Figueroles,2025,526.0
12061,Forcall,2025,475.0
12063,Fuente la Reina,2025,54.0
12064,Fuentes de Ayódar,2025,98.0
12065,Gaibiel,2025,200.0
12067,Geldo,2025,666.0
12068,Herbers,2025,68.0
12069,Higueras,2025,53.0
12070,"Jana, la",2025,672.0
12071,Jérica,2025,1768.0
12072,Llucena/Lucena del Cid,2025,1418.0
12073,Ludiente,2025,166.0
12074,"Llosa, la",2025,1032.0
12075,"Mata de Morella, la",2025,199.0
12076,Matet,2025,94.0
12077,Moncofa,2025,8345.0
12078,Montán,2025,429.0
12079,Montanejos,2025,651.0
12080,Morella,2025,2502.0
12081,Navajas,2025,926.0
12082,Nules,2025,14382.0
12083,Olocau del Rey,2025,141.0
12084,Onda,2025,26297.0
12085,Orpesa/Oropesa del Mar,2025,12483.0
12087,Palanques,2025,34.0
12088,Pavías,2025,73.0
12089,Peníscola/Peñíscola,2025,8748.0
12090,Pina de Montalgrao,2025,122.0
12091,Portell de Morella,2025,155.0
12092,Puebla de Arenoso,2025,169.0
12093,"Pobla de Benifassà, la",2025,230.0
12094,"Pobla Tornesa, la",2025,1336.0
12095,Ribesalbes,2025,1194.0
12096,Rossell,2025,908.0
12097,Sacañet,2025,67.0
12098,"Salzadella, la",2025,674.0
12099,Sant Jordi/San Jorge,2025,1568.0
12100,Sant Mateu,2025,2010.0
12101,San Rafael del Río,2025,536.0
12102,Santa Magdalena de Pulpis,2025,779.0
12103,"Serratella, la",2025,114.0
12104,Segorbe,2025,9814.0
12105,Sierra Engarcerán,2025,1041.0
12106,Soneja,2025,1531.0
12107,Sot de Ferrer,2025,488.0
12108,Suera/Sueras,2025,595.0
12109,Tales,2025,836.0
12110,Teresa,2025,254.0
12111,Tírig,2025,417.0
12112,Todolella,2025,135.0
12113,Toga,2025,107.0
12114,Torás,2025,271.0
12115,"Toro, El",2025,257.0
12116,Torralba del Pinar,2025,57.0
12117,Torreblanca,2025,5757.0
12118,Torrechiva,2025,108.0
12119,"Torre d'en Besora, la",2025,164.0
12120,"Torre d'en Doménec, la",2025,176.0
12121,Traiguera,2025,1329.0
12122,"Useres, les/Useras",2025,966.0
12123,Vallat,2025,68.0
12124,Vall d'Alba,2025,3203.0
12125,Vall de Almonacid,2025,285.0
12126,"Vall d'Uixó, la",2025,32220.0
12127,Vallibona,2025,63.0
12128,Vilafamés,2025,1961.0
12129,Vilafranca/Villafranca del Cid,2025,2116.0
12130,Villahermosa del Río,2025,477.0
12131,Villamalur,2025,99.0
12132,Vilanova d'Alcolea,2025,601.0
12133,Villanueva de Viver,2025,94.0
12134,Vilar de Canes,2025,156.0
12135,Vila-real,2025,53634.0
12136,"Vilavella, la",2025,3068.0
12137,Villores,2025,51.0
12138,Vinaròs,2025,30516.0
12139,Vistabella del Maestrat,2025,356.0
12140,Viver,2025,1726.0
12141,Zorita del Maestrazgo,2025,120.0
12142,Zucaina,2025,172.0
12901,"Alqueries, les/Alquerías del Niño Perdido",2025,4595.0
12902,Sant Joan de Moró,2025,3727.0
13001,Abenójar,2025,1310.0
13002,Agudo,2025,1604.0
13003,Alamillo,2025,453.0
13004,Albaladejo,2025,995.0
13005,Alcázar de San Juan,2025,31907.0
13006,Alcoba,2025,576.0
13007,Alcolea de Calatrava,2025,1362.0
13008,Alcubillas,2025,417.0
13009,Aldea del Rey,2025,1569.0
13010,Alhambra,2025,947.0
13011,Almadén,2025,4851.0
13012,Almadenejos,2025,382.0
13013,Almagro,2025,9238.0
13014,Almedina,2025,471.0
13015,Almodóvar del Campo,2025,5629.0
13016,Almuradiel,2025,747.0
13017,Anchuras,2025,265.0
13018,Arenas de San Juan,2025,1010.0
13019,Argamasilla de Alba,2025,6763.0
13020,Argamasilla de Calatrava,2025,5853.0
13021,Arroba de los Montes,2025,388.0
13022,Ballesteros de Calatrava,2025,360.0
13023,Bolaños de Calatrava,2025,12121.0
13024,Brazatortas,2025,998.0
13025,Cabezarados,2025,290.0
13026,Cabezarrubias del Puerto,2025,487.0
13027,Calzada de Calatrava,2025,3677.0
13028,Campo de Criptana,2025,12883.0
13029,Cañada de Calatrava,2025,99.0
13030,Caracuel de Calatrava,2025,140.0
13031,Carrión de Calatrava,2025,3236.0
13032,Carrizosa,2025,1096.0
13033,Castellar de Santiago,2025,1711.0
13034,Ciudad Real,2025,76087.0
13035,Corral de Calatrava,2025,1162.0
13036,"Cortijos, Los",2025,850.0
13037,Cózar,2025,906.0
13038,Chillón,2025,1748.0
13039,Daimiel,2025,17741.0
13040,Fernán Caballero,2025,962.0
13041,Fontanarejo,2025,222.0
13042,Fuencaliente,2025,1006.0
13043,Fuenllana,2025,192.0
13044,Fuente el Fresno,2025,3009.0
13045,Granátula de Calatrava,2025,689.0
13046,Guadalmez,2025,709.0
13047,Herencia,2025,8658.0
13048,Hinojosas de Calatrava,2025,509.0
13049,Horcajo de los Montes,2025,800.0
13050,"Labores, Las",2025,551.0
13051,Luciana,2025,350.0
13052,Malagón,2025,7865.0
13053,Manzanares,2025,17699.0
13054,Membrilla,2025,5800.0
13055,Mestanza,2025,636.0
13056,Miguelturra,2025,15890.0
13057,Montiel,2025,1164.0
13058,Moral de Calatrava,2025,5176.0
13059,Navalpino,2025,197.0
13060,Navas de Estena,2025,277.0
13061,Pedro Muñoz,2025,7707.0
13062,Picón,2025,692.0
13063,Piedrabuena,2025,4319.0
13064,Poblete,2025,3005.0
13065,Porzuna,2025,3535.0
13066,Pozuelo de Calatrava,2025,4091.0
13067,"Pozuelos de Calatrava, Los",2025,331.0
13068,Puebla de Don Rodrigo,2025,1150.0
13069,Puebla del Príncipe,2025,649.0
13070,Puerto Lápice,2025,827.0
13071,Puertollano,2025,45699.0
13072,Retuerta del Bullaque,2025,876.0
13073,Saceruela,2025,520.0
13074,San Carlos del Valle,2025,1055.0
13075,San Lorenzo de Calatrava,2025,188.0
13076,Santa Cruz de los Cáñamos,2025,466.0
13077,Santa Cruz de Mudela,2025,3869.0
13078,Socuéllamos,2025,12236.0
13079,"Solana, La",2025,15214.0
13080,Solana del Pino,2025,333.0
13081,Terrinches,2025,579.0
13082,Tomelloso,2025,37185.0
13083,Torralba de Calatrava,2025,3086.0
13084,Torre de Juan Abad,2025,928.0
13085,Torrenueva,2025,2637.0
13086,Valdemanco del Esteras,2025,157.0
13087,Valdepeñas,2025,30698.0
13088,Valenzuela de Calatrava,2025,639.0
13089,Villahermosa,2025,1714.0
13090,Villamanrique,2025,1049.0
13091,Villamayor de Calatrava,2025,609.0
13092,Villanueva de la Fuente,2025,1832.0
13093,Villanueva de los Infantes,2025,4722.0
13094,Villanueva de San Carlos,2025,263.0
13095,Villar del Pozo,2025,48.0
13096,Villarrubia de los Ojos,2025,9583.0
13097,Villarta de San Juan,2025,2685.0
13098,Viso del Marqués,2025,2088.0
13901,"Robledo, El",2025,1080.0
13902,Ruidera,2025,528.0
13903,Arenales de San Gregorio,2025,625.0
13904,Llanos del Caudillo,2025,661.0
14001,Adamuz,2025,4098.0
14002,Aguilar de la Frontera,2025,13119.0
14003,Alcaracejos,2025,1506.0
14004,Almedinilla,2025,2310.0
14005,Almodóvar del Río,2025,8029.0
14006,Añora,2025,1487.0
14007,Baena,2025,18335.0
14008,Belalcázar,2025,3090.0
14009,Belmez,2025,2866.0
14010,Benamejí,2025,4887.0
14011,"Blázquez, Los",2025,620.0
14012,Bujalance,2025,7072.0
14013,Cabra,2025,19986.0
14014,Cañete de las Torres,2025,2763.0
14015,Carcabuey,2025,2322.0
14016,Cardeña,2025,1389.0
14017,"Carlota, La",2025,14520.0
14018,"Carpio, El",2025,4321.0
14019,Castro del Río,2025,7590.0
14020,Conquista,2025,368.0
14021,Córdoba,2025,324159.0
14022,Doña Mencía,2025,4462.0
14023,Dos Torres,2025,2361.0
14024,Encinas Reales,2025,2216.0
14025,Espejo,2025,3178.0
14026,Espiel,2025,2323.0
14027,Fernán-Núñez,2025,9650.0
14028,Fuente la Lancha,2025,330.0
14029,Fuente Obejuna,2025,4319.0
14030,Fuente Palmera,2025,9932.0
14031,Fuente-Tójar,2025,666.0
14032,"Granjuela, La",2025,414.0
14033,Guadalcázar,2025,1583.0
14034,"Guijo, El",2025,341.0
14035,Hinojosa del Duque,2025,6533.0
14036,Hornachuelos,2025,4374.0
14037,Iznájar,2025,3669.0
14038,Lucena,2025,43410.0
14039,Luque,2025,2804.0
14040,Montalbán de Córdoba,2025,4402.0
14041,Montemayor,2025,3894.0
14042,Montilla,2025,22192.0
14043,Montoro,2025,9012.0
14044,Monturque,2025,1927.0
14045,Moriles,2025,3662.0
14046,Nueva Carteya,2025,5244.0
14047,Obejo,2025,2101.0
14048,Palenciana,2025,1430.0
14049,Palma del Río,2025,20535.0
14050,Pedro Abad,2025,2797.0
14051,Pedroche,2025,1439.0
14052,Peñarroya-Pueblonuevo,2025,10252.0
14053,Posadas,2025,7279.0
14054,Pozoblanco,2025,16918.0
14055,Priego de Córdoba,2025,21731.0
14056,Puente Genil,2025,29977.0
14057,"Rambla, La",2025,7444.0
14058,Rute,2025,9816.0
14059,San Sebastián de los Ballesteros,2025,863.0
14060,Santaella,2025,4681.0
14061,Santa Eufemia,2025,686.0
14062,Torrecampo,2025,991.0
14063,Valenzuela,2025,1032.0
14064,Valsequillo,2025,352.0
14065,"Victoria, La",2025,2323.0
14066,Villa del Río,2025,6847.0
14067,Villafranca de Córdoba,2025,4900.0
14068,Villaharta,2025,628.0
14069,Villanueva de Córdoba,2025,8322.0
14070,Villanueva del Duque,2025,1409.0
14071,Villanueva del Rey,2025,1030.0
14072,Villaralto,2025,1054.0
14073,Villaviciosa de Córdoba,2025,3049.0
14074,"Viso, El",2025,2498.0
14075,Zuheros,2025,596.0
14901,Fuente Carreteros,2025,1073.0
14902,"Guijarrosa, La",2025,1375.0
15001,Abegondo,2025,5631.0
15002,Ames,2025,33213.0
15003,Aranga,2025,1793.0
15004,Ares,2025,6263.0
15005,Arteixo,2025,34389.0
15006,Arzúa,2025,5931.0
15007,"Baña, A",2025,3239.0
15008,Bergondo,2025,7121.0
15009,Betanzos,2025,13508.0
15010,Boimorto,2025,1804.0
15011,Boiro,2025,18958.0
15012,Boqueixón,2025,4241.0
15013,Brión,2025,8190.0
15014,Cabana de Bergantiños,2025,4068.0
15015,Cabanas,2025,3273.0
15016,Camariñas,2025,5067.0
15017,Cambre,2025,24771.0
15018,"Capela, A",2025,1164.0
15019,Carballo,2025,32095.0
15020,Carnota,2025,3777.0
15021,Carral,2025,6836.0
15022,Cedeira,2025,6573.0
15023,Cee,2025,7731.0
15024,Cerceda,2025,5113.0
15025,Cerdido,2025,1007.0
15027,Coirós,2025,1941.0
15028,Corcubión,2025,1656.0
15029,Coristanco,2025,5708.0
15030,"Coruña, A",2025,251277.0
15031,Culleredo,2025,31232.0
15032,Curtis,2025,4233.0
15033,Dodro,2025,2604.0
15034,Dumbría,2025,2718.0
15035,Fene,2025,12462.0
15036,Ferrol,2025,64903.0
15037,Fisterra,2025,4690.0
15038,Frades,2025,2146.0
15039,Irixoa,2025,1338.0
15040,Laxe,2025,2881.0
15041,"Laracha, A",2025,11773.0
15042,Lousame,2025,3060.0
15043,Malpica de Bergantiños,2025,5247.0
15044,Mañón,2025,1215.0
15045,Mazaricos,2025,3730.0
15046,Melide,2025,7840.0
15047,Mesía,2025,2366.0
15048,Miño,2025,7106.0
15049,Moeche,2025,1203.0
15050,Monfero,2025,1814.0
15051,Mugardos,2025,5199.0
15052,Muxía,2025,4326.0
15053,Muros,2025,8171.0
15054,Narón,2025,39890.0
15055,Neda,2025,4919.0
15056,Negreira,2025,6963.0
15057,Noia,2025,14108.0
15058,Oleiros,2025,38750.0
15059,Ordes,2025,12970.0
15060,Oroso,2025,7770.0
15061,Ortigueira,2025,5424.0
15062,Outes,2025,5993.0
15064,Paderne,2025,2460.0
15065,Padrón,2025,8324.0
15066,"Pino, O",2025,4588.0
15067,"Pobra do Caramiñal, A",2025,9122.0
15068,Ponteceso,2025,5260.0
15069,Pontedeume,2025,7428.0
15070,"Pontes de García Rodríguez, As",2025,9787.0
15071,Porto do Son,2025,9059.0
15072,Rianxo,2025,10755.0
15073,Ribeira,2025,27110.0
15074,Rois,2025,4355.0
15075,Sada,2025,17469.0
15076,San Sadurniño,2025,2739.0
15077,Santa Comba,2025,9437.0
15078,Santiago de Compostela,2025,100842.0
15079,Santiso,2025,1430.0
15080,Sobrado,2025,1822.0
15081,"Somozas, As",2025,1045.0
15082,Teo,2025,19038.0
15083,Toques,2025,1061.0
15084,Tordoia,2025,3153.0
15085,Touro,2025,3339.0
15086,Trazo,2025,2997.0
15087,Valdoviño,2025,6805.0
15088,Val do Dubra,2025,3685.0
15089,Vedra,2025,4906.0
15090,Vilasantar,2025,1232.0
15091,Vilarmaior,2025,1239.0
15092,Vimianzo,2025,6754.0
15093,Zas,2025,4197.0
15901,Cariño,2025,3651.0
15902,Oza-Cesuras,2025,5152.0
16001,Abia de la Obispalía,2025,68.0
16002,"Acebrón, El",2025,235.0
16003,Alarcón,2025,174.0
16004,Albaladejo del Cuende,2025,199.0
16005,Albalate de las Nogueras,2025,260.0
16006,Albendea,2025,140.0
16007,"Alberca de Záncara, La",2025,1529.0
16008,Alcalá de la Vega,2025,83.0
16009,Alcantud,2025,61.0
16010,Alcázar del Rey,2025,171.0
16011,Alcohujate,2025,25.0
16012,Alconchel de la Estrella,2025,77.0
16013,Algarra,2025,25.0
16014,Aliaguilla,2025,595.0
16015,"Almarcha, La",2025,475.0
16016,Almendros,2025,240.0
16017,Almodóvar del Pinar,2025,399.0
16018,Almonacid del Marquesado,2025,415.0
16019,Altarejos,2025,195.0
16020,Arandilla del Arroyo,2025,14.0
16022,Arcos de la Sierra,2025,78.0
16023,Chillarón de Cuenca,2025,908.0
16024,Arguisuelas,2025,135.0
16025,Arrancacepas,2025,14.0
16026,Atalaya del Cañavate,2025,91.0
16027,Barajas de Melo,2025,1035.0
16029,Barchín del Hoyo,2025,105.0
16030,Bascuñana de San Pedro,2025,23.0
16031,Beamud,2025,46.0
16032,Belinchón,2025,458.0
16033,Belmonte,2025,1776.0
16034,Belmontejo,2025,126.0
16035,Beteta,2025,258.0
16036,Boniches,2025,138.0
16038,Buciegas,2025,38.0
16039,Buenache de Alarcón,2025,441.0
16040,Buenache de la Sierra,2025,112.0
16041,Buendía,2025,422.0
16042,Campillo de Altobuey,2025,1309.0
16043,Campillos-Paravientos,2025,114.0
16044,Campillos-Sierra,2025,28.0
16045,Canalejas del Arroyo,2025,153.0
16046,Cañada del Hoyo,2025,219.0
16047,Cañada Juncosa,2025,217.0
16048,Cañamares,2025,458.0
16049,"Cañavate, El",2025,126.0
16050,Cañaveras,2025,243.0
16051,Cañaveruelas,2025,112.0
16052,Cañete,2025,870.0
16053,Cañizares,2025,443.0
16055,Carboneras de Guadazaón,2025,800.0
16056,Cardenete,2025,477.0
16057,Carrascosa,2025,68.0
16058,Carrascosa de Haro,2025,88.0
16060,Casas de Benítez,2025,883.0
16061,Casas de Fernando Alonso,2025,1085.0
16062,Casas de Garcimolina,2025,30.0
16063,Casas de Guijarro,2025,106.0
16064,Casas de Haro,2025,815.0
16065,Casas de los Pinos,2025,377.0
16066,Casasimarro,2025,3196.0
16067,Castejón,2025,126.0
16068,Castillejo de Iniesta,2025,115.0
16070,Castillejo-Sierra,2025,31.0
16071,Castillo-Albaráñez,2025,17.0
16072,Castillo de Garcimuñoz,2025,123.0
16073,Cervera del Llano,2025,221.0
16074,"Cierva, La",2025,38.0
16078,Cuenca,2025,53761.0
16079,Cueva del Hierro,2025,27.0
16081,Chumillas,2025,49.0
16082,Enguídanos,2025,275.0
16083,Fresneda de Altarejos,2025,35.0
16084,Fresneda de la Sierra,2025,42.0
16085,"Frontera, La",2025,153.0
16086,Fuente de Pedro Naharro,2025,1302.0
16087,Fuentelespino de Haro,2025,229.0
16088,Fuentelespino de Moya,2025,103.0
16089,Fuentes,2025,465.0
16091,Fuertescusa,2025,67.0
16092,Gabaldón,2025,147.0
16093,Garaballa,2025,60.0
16094,Gascueña,2025,136.0
16095,Graja de Campalbo,2025,85.0
16096,Graja de Iniesta,2025,343.0
16097,Henarejos,2025,132.0
16098,"Herrumblar, El",2025,812.0
16099,"Hinojosa, La",2025,183.0
16100,"Hinojosos, Los",2025,699.0
16101,"Hito, El",2025,118.0
16102,Honrubia,2025,1521.0
16103,Hontanaya,2025,258.0
16104,Hontecillas,2025,54.0
16106,Horcajo de Santiago,2025,3968.0
16107,Huélamo,2025,71.0
16108,Huelves,2025,107.0
16109,Huérguina,2025,41.0
16110,Huerta de la Obispalía,2025,125.0
16111,Huerta del Marquesado,2025,166.0
16112,Huete,2025,1813.0
16113,Iniesta,2025,4535.0
16115,Laguna del Marquesado,2025,58.0
16116,Lagunaseca,2025,51.0
16117,Landete,2025,1216.0
16118,Ledaña,2025,1584.0
16119,Leganiel,2025,226.0
16121,"Majadas, Las",2025,214.0
16122,Mariana,2025,335.0
16123,Masegosa,2025,57.0
16124,"Mesas, Las",2025,2253.0
16125,Minglanilla,2025,2413.0
16126,Mira,2025,934.0
16128,Monreal del Llano,2025,45.0
16129,Montalbanejo,2025,83.0
16130,Montalbo,2025,716.0
16131,Monteagudo de las Salinas,2025,130.0
16132,Mota de Altarejos,2025,24.0
16133,Mota del Cuervo,2025,6071.0
16134,Motilla del Palancar,2025,6485.0
16135,Moya,2025,133.0
16137,Narboneta,2025,43.0
16139,Olivares de Júcar,2025,299.0
16140,Olmeda de la Cuesta,2025,17.0
16141,Olmeda del Rey,2025,131.0
16142,Olmedilla de Alarcón,2025,129.0
16143,Olmedilla de Eliz,2025,20.0
16145,Osa de la Vega,2025,450.0
16146,Pajarón,2025,71.0
16147,Pajaroncillo,2025,66.0
16148,Palomares del Campo,2025,553.0
16149,Palomera,2025,187.0
16150,Paracuellos,2025,105.0
16151,Paredes,2025,62.0
16152,"Parra de las Vegas, La",2025,37.0
16153,"Pedernoso, El",2025,1117.0
16154,"Pedroñeras, Las",2025,6530.0
16155,"Peral, El",2025,677.0
16156,"Peraleja, La",2025,80.0
16157,"Pesquera, La",2025,225.0
16158,"Picazo, El",2025,698.0
16159,Pinarejo,2025,174.0
16160,Pineda de Gigüela,2025,58.0
16161,Piqueras del Castillo,2025,36.0
16162,Portalrubio de Guadamejud,2025,37.0
16163,Portilla,2025,58.0
16165,Poyatos,2025,72.0
16166,Pozoamargo,2025,251.0
16167,Pozorrubio de Santiago,2025,307.0
16169,"Pozuelo, El",2025,45.0
16170,Priego,2025,913.0
16171,"Provencio, El",2025,2329.0
16172,Puebla de Almenara,2025,295.0
16173,"Valle de Altomira, El",2025,194.0
16174,Puebla del Salvador,2025,193.0
16175,Quintanar del Rey,2025,7642.0
16176,Rada de Haro,2025,49.0
16177,Reíllo,2025,107.0
16181,Rozalén del Monte,2025,48.0
16185,Saceda-Trasierra,2025,34.0
16186,Saelices,2025,478.0
16187,Salinas del Manzano,2025,88.0
16188,Salmeroncillos,2025,106.0
16189,Salvacañete,2025,298.0
16190,San Clemente,2025,6730.0
16191,San Lorenzo de la Parrilla,2025,1114.0
16192,San Martín de Boniches,2025,43.0
16193,San Pedro Palmiches,2025,54.0
16194,Santa Cruz de Moya,2025,234.0
16195,Santa María del Campo Rus,2025,529.0
16196,Santa María de los Llanos,2025,661.0
16197,Santa María del Val,2025,54.0
16198,Sisante,2025,1643.0
16199,Solera de Gabaldón,2025,33.0
16202,Talayuelas,2025,870.0
16203,Tarancón,2025,17207.0
16204,Tébar,2025,307.0
16205,Tejadillos,2025,105.0
16206,Tinajas,2025,187.0
16209,Torralba,2025,114.0
16211,Torrejoncillo del Rey,2025,340.0
16212,Torrubia del Campo,2025,315.0
16213,Torrubia del Castillo,2025,42.0
16215,Tragacete,2025,262.0
16216,Tresjuncos,2025,257.0
16217,Tribaldos,2025,102.0
16218,Uclés,2025,231.0
16219,Uña,2025,91.0
16224,Valdemeca,2025,82.0
16225,Valdemorillo de la Sierra,2025,49.0
16227,Valdemoro-Sierra,2025,98.0
16228,Valdeolivas,2025,212.0
16231,Valhermoso de la Fuente,2025,60.0
16234,Valsalobre,2025,17.0
16236,Valverde de Júcar,2025,1122.0
16237,Valverdejo,2025,87.0
16238,Vara de Rey,2025,467.0
16239,Vega del Codorno,2025,141.0
16240,Vellisca,2025,129.0
16242,Villaconejos de Trabaque,2025,331.0
16243,Villaescusa de Haro,2025,480.0
16244,Villagarcía del Llano,2025,774.0
16245,Villalba de la Sierra,2025,573.0
16246,Villalba del Rey,2025,475.0
16247,Villalgordo del Marquesado,2025,62.0
16248,Villalpardo,2025,981.0
16249,Villamayor de Santiago,2025,2347.0
16250,Villanueva de Guadamejud,2025,59.0
16251,Villanueva de la Jara,2025,2460.0
16253,Villar de Cañas,2025,391.0
16254,Villar de Domingo García,2025,215.0
16255,Villar de la Encina,2025,149.0
16258,Villar del Humo,2025,182.0
16259,Villar del Infantado,2025,34.0
16263,Villar de Olalla,2025,1565.0
16264,Villarejo de Fuentes,2025,404.0
16265,Villarejo de la Peñuela,2025,17.0
16266,Villarejo-Periesteban,2025,367.0
16269,Villares del Saz,2025,505.0
16270,Villarrubio,2025,215.0
16271,Villarta,2025,860.0
16272,Villas de la Ventosa,2025,226.0
16273,Villaverde y Pasaconsol,2025,323.0
16274,Víllora,2025,119.0
16275,Vindel,2025,20.0
16276,Yémeda,2025,19.0
16277,Zafra de Záncara,2025,92.0
16278,Zafrilla,2025,59.0
16279,Zarza de Tajo,2025,322.0
16280,Zarzuela,2025,176.0
16901,Campos del Paraíso,2025,653.0
16902,Valdetórtola,2025,115.0
16903,"Valeras, Las",2025,1531.0
16904,Fuentenava de Jábaga,2025,640.0
16905,Arcas,2025,2392.0
16906,"Valdecolmenas, Los",2025,69.0
16908,Pozorrubielos de la Mancha,2025,175.0
16909,Sotorribas,2025,710.0
16910,Villar y Velasco,2025,92.0
17001,Agullana,2025,881.0
17002,Aiguaviva,2025,805.0
17003,Albanyà,2025,158.0
17004,Albons,2025,852.0
17005,"Far d'Empordà, El",2025,624.0
17006,Alp,2025,1724.0
17007,Amer,2025,2419.0
17008,Anglès,2025,5904.0
17009,Arbúcies,2025,6635.0
17010,Argelaguer,2025,467.0
17011,"Armentera, L'",2025,1076.0
17012,Avinyonet de Puigventós,2025,1669.0
17013,Begur,2025,4286.0
17014,"Vajol, La",2025,110.0
17015,Banyoles,2025,20887.0
17016,Bàscara,2025,1048.0
17018,Bellcaire d'Empordà,2025,722.0
17019,Besalú,2025,2591.0
17020,Bescanó,2025,5087.0
17021,Beuda,2025,202.0
17022,"Bisbal d'Empordà, La",2025,11731.0
17023,Blanes,2025,42446.0
17024,Bolvir,2025,493.0
17025,Bordils,2025,1824.0
17026,Borrassà,2025,802.0
17027,Breda,2025,3964.0
17028,Brunyola i Sant Martí Sapresa,2025,399.0
17029,Boadella i les Escaules,2025,264.0
17030,Cabanes,2025,998.0
17031,Cabanelles,2025,286.0
17032,Cadaqués,2025,2906.0
17033,Caldes de Malavella,2025,8644.0
17034,Calonge i Sant Antoni,2025,12268.0
17035,Camós,2025,700.0
17036,Campdevànol,2025,3240.0
17037,Campelles,2025,163.0
17038,Campllong,2025,534.0
17039,Camprodon,2025,2560.0
17040,Canet d'Adri,2025,742.0
17041,Cantallops,2025,367.0
17042,Capmany,2025,677.0
17043,Queralbs,2025,202.0
17044,Cassà de la Selva,2025,11167.0
17046,Castellfollit de la Roca,2025,960.0
17047,Castelló d'Empúries,2025,12275.0
17048,"Castell d'Aro, Platja d'Aro i s'Agaró",2025,12889.0
17049,Celrà,2025,5613.0
17050,Cervià de Ter,2025,1030.0
17051,Cistella,2025,285.0
17052,Siurana,2025,188.0
17054,Colera,2025,489.0
17055,Colomers,2025,206.0
17056,Cornellà del Terri,2025,2413.0
17057,Corçà,2025,1285.0
17058,Crespià,2025,253.0
17060,Darnius,2025,561.0
17061,Das,2025,261.0
17062,"Escala, L'",2025,10641.0
17063,Espinelves,2025,262.0
17064,Espolla,2025,399.0
17065,Esponellà,2025,444.0
17066,Figueres,2025,49556.0
17067,Flaçà,2025,1174.0
17068,Foixà,2025,298.0
17069,Fontanals de Cerdanya,2025,516.0
17070,Fontanilles,2025,170.0
17071,Fontcoberta,2025,1482.0
17073,Fornells de la Selva,2025,2813.0
17074,Fortià,2025,789.0
17075,Garrigàs,2025,479.0
17076,Garrigoles,2025,183.0
17077,Garriguella,2025,989.0
17078,Ger,2025,501.0
17079,Girona,2025,108352.0
17080,Gombrèn,2025,206.0
17081,Gualta,2025,437.0
17082,Guils de Cerdanya,2025,559.0
17083,Hostalric,2025,4464.0
17084,Isòvol,2025,314.0
17085,Jafre,2025,384.0
17086,"Jonquera, La",2025,3410.0
17087,Juià,2025,320.0
17088,Lladó,2025,823.0
17089,Llagostera,2025,9579.0
17090,Llambilles,2025,732.0
17091,Llanars,2025,517.0
17092,Llançà,2025,5033.0
17093,Llers,2025,1268.0
17094,Llívia,2025,1572.0
17095,Lloret de Mar,2025,41944.0
17096,"Llosses, Les",2025,197.0
17097,Madremanya,2025,277.0
17098,Maià de Montcal,2025,498.0
17099,Meranges,2025,111.0
17100,Masarac,2025,291.0
17101,Massanes,2025,881.0
17102,Maçanet de Cabrenys,2025,768.0
17103,Maçanet de la Selva,2025,8065.0
17105,Mieres,2025,368.0
17106,Mollet de Peralada,2025,202.0
17107,Molló,2025,350.0
17109,Montagut i Oix,2025,1014.0
17110,Mont-ras,2025,1690.0
17111,Navata,2025,1504.0
17112,Ogassa,2025,222.0
17114,Olot,2025,39516.0
17115,Ordis,2025,411.0
17116,Osor,2025,429.0
17117,Palafrugell,2025,24556.0
17118,Palamós,2025,18921.0
17119,Palau de Santa Eulàlia,2025,124.0
17120,Palau-saverdera,2025,1524.0
17121,Palau-sator,2025,320.0
17123,Palol de Revardit,2025,463.0
17124,Pals,2025,2552.0
17125,Pardines,2025,168.0
17126,Parlavà,2025,435.0
17128,Pau,2025,558.0
17129,Pedret i Marzà,2025,208.0
17130,"Pera, La",2025,449.0
17132,Peralada,2025,2087.0
17133,"Planes d'Hostoles, Les",2025,1747.0
17134,Planoles,2025,313.0
17135,Pont de Molins,2025,586.0
17136,Pontós,2025,295.0
17137,Porqueres,2025,4804.0
17138,Portbou,2025,1132.0
17139,"Preses, Les",2025,1946.0
17140,"Port de la Selva, El",2025,1055.0
17141,Puigcerdà,2025,10053.0
17142,Quart,2025,4161.0
17143,Rabós,2025,236.0
17144,Regencós,2025,274.0
17145,Ribes de Freser,2025,1839.0
17146,Riells i Viabrea,2025,4627.0
17147,Ripoll,2025,10812.0
17148,Riudarenes,2025,2524.0
17149,Riudaura,2025,526.0
17150,Riudellots de la Selva,2025,2121.0
17151,Riumors,2025,258.0
17152,Roses,2025,20175.0
17153,Rupià,2025,323.0
17154,Sales de Llierca,2025,164.0
17155,Salt,2025,34603.0
17157,Sant Andreu Salou,2025,163.0
17158,Sant Climent Sescebes,2025,691.0
17159,Sant Feliu de Buixalleu,2025,883.0
17160,Sant Feliu de Guíxols,2025,23060.0
